0067 WHENEVER NOT FOUND(SQLCODE=100), GOTO and CONTINUE dml017 NULL       00
0068 WHENEVER SQLERROR (SQLCODE< 0), GOTO and CONTINUE  dml017 NULL       00
0069 HAVING COUNT with WHERE, GROUP BY                  dml018 NULL       01
0070 HAVING COUNT with GROUP BY                         dml018 NULL       01
0071 HAVING MIN, MAX with GROUP BY 3 columns            dml018 NULL       03
0072 Nested HAVING IN, with no outer reference          dml018 NULL       01
0073 HAVING MIN with no GROUP BY                        dml018 NULL       01
0074 GROUP BY column: SELECT column, SUM                dml019 NULL       03
0075 GROUP BY clause                                    dml019 NULL       01
0076 GROUP BY 2 columns                                 dml019 NULL       02
0077 GROUP BY all columns, with SELECT *                dml019 NULL       01
0078 GROUP BY 3 columns, SELECT 2 of them               dml019 NULL       01
0079 GROUP BY NULL value                                dml019 NULL       05
0080 Simple 2-table join                                dml020 NULL       02
0081 Simple 2-table join with 1-table predicate         dml020 NULL       01
0082 Join 3 tables                                      dml020 NULL       01
0083 Join a table with itself                           dml020 NULL       02
0084 Data type CHAR(20)                                 dml021 NULL       02
0085 Data type CHARACTER(20)                            dml021 NULL       02
0086 Data type INTEGER                                  dml021 NULL       02
0087 Data type INT                                      dml021 NULL       02
0088 Data type REAL                                     dml034 NULL       04
0089 Data type SMALLINT                                 dml021 NULL       02
0090 Data type DOUBLE PRECISION                         dml034 NULL       04
0091 Data type FLOAT                                    dml034 NULL       04
0092 Data type FLOAT(32)                                dml034 NULL       04
0093 Data type NUMERIC(13,6)                            dml034 NULL       04
0094 Data type DECIMAL(13,6)                            dml034 NULL       03
0095 Data type DEC(13,6)                                dml034 NULL       03
0096 Subquery with MAX in < comparison predicate        dml022 NULL       01
0097 Subquery with AVG - 1 in <= comparison predicate   dml022 NULL       01
0098 IN predicate with simple subquery                  dml022 NULL       01
0099 Nested IN predicate - 2 levels                     dml022 NULL       01
0100 Nested IN predicate - 6 levels                     dml022 NULL       02
0101 Quantified predicate <= ALL with AVG and GROUP BY  dml022 NULL       01
0102 Nested NOT EXISTS with corr. subqueries, DISTINCT  dml022 NULL       01
0103 Subquery with = comparison predicate               dml023 NULL       01
0104 SQLCODE < 0: subquery with more than 1 value       dml023 NULL       02
0105 Subquery in comparison predicate is empty          dml023 NULL       02
0106 Comparison predicate <> (not equal)                dml023 NULL       01
0107 Short string logically blank-padded in = pred.     dml023 NULL       02
0108 Search condition true OR NOT (true)                dml024 NULL       01
0109 Search condition true AND NOT (true)               dml024 NULL       01
0110 Search condition unknown OR NOT (unknown)          dml024 NULL       02
0111 Search condition unknown AND NOT (unknown)         dml024 NULL       02
0112 Search condition unknown AND true                  dml024 NULL       02
0113 Search condition unknown OR true                   dml024 NULL       03
0114 Set functions without GROUP BY returns 1 row       dml025 NULL       02
0115 GROUP BY 0 groups returns 0 rows: SEL col.,AVG...  dml025 NULL       01
0116 GROUP BY 0 groups returns 0 rows: SELECT set fnc.  dml025 NULL       01
0117 Set functions with GROUP BY several groups         dml025 NULL       02
0118 Monadic arithmetic operator + (plus)               dml026 NULL       01
0119 Monadic arithmetic operator - (minus)              dml026 NULL       01
0120 Value expression with NULL primary yields NULL     dml026 NULL       06
0121 Dyadic arithmetic operators +, -, *, /             dml026 NULL       02
0122 SQLCODE < 0: divisor shall not be zero             dml026 NULL       01
0123 Evaluation order of expression                     dml026 NULL       01
0124 UPDATE UNIQUE column (key=key+1) interim conflict  dml027 NULL       02
0125 UPDATE UNIQUE column (key+1): no interim conflict  dml027 NULL       02
0126 CLOSE, OPEN, FETCH returns first row               dml028 NULL       00
0127 OPEN 2 cursors at same time                        dml028 NULL       00
0128 OPEN 3 cursors at same time                        dml028 NULL       00
0129 Double quote mark (') in character string literal  dml029 NULL       02
0130 Approximate numeric literal <mantissa>E<exponent>  dml029 NULL       02
0131 Approximate numeric literal with neg. exponent     dml029 NULL       02
0135 Upper and lower case letters are distinct          dml033 NULL       03
0137 CREATE SCHEMA                                      sdl001 NULL       04
0138 GRANT ALL PRIVILEGES TO PUBLIC (SELECT, INSERT)    sdl002 NULL       03
0139 GRANT ALL PRIVILEGES TO PUBLIC (SELECT, UPDATE)    sdl003 NULL       03
0140 Priv.violation: GRANT SELECT TO PUBLIC, no INSERT  sdl004 NULL       03
0141 GRANT SELECT and UPDATE to individual              sdl005 NULL       03
0142 GRANT SELECT and UPDATE WITH GRANT OPTION          sdl006 NULL       03
0143 GRANT SELECT and UPDATE on VIEW                    sdl007 NULL       03
0144 Priv.violation: colunm not in UPDATE column list   sdl008 NULL       04
0145 Fully qualified column specification               sdl009 NULL       01
0146 GRANT SELECT, DELETE, INSERT                       sdl010 NULL       06
0147 CREATE SCHEMA                                      sdl011 NULL       02
0148 CREATE TABLE with NOT NULL                         sdl012 synvio_yes 02
0149 CREATE TABLE with NOT NULL UNIQUE                  sdl013 NULL       04
0150 CREATE TABLE with UNIQUE(...): INSERT VALUES       sdl014 NULL       05
0151 CREATE VIEW                                        sdl015 NULL       01
0152 CREATE VIEW with CHECK OPTION                      sdl016 NULL       05
0153 CREATE VIEW joining 3 tables                       sdl017 NULL       01
0154 Schema def.- same table name for different schemas sdl018 NULL       04
0155 CREATE TABLE with UNIQUE(...): INSERT via SELECT   sdl019 NULL       03
0156 Tables are multi-sets, dup. INSERTed via subquery  sdl020 NULL       05
0157 CURSOR with ORDER BY approximate numeric           dml035 NULL       08
0158 CURSOR with UNION and NOT EXISTS subquery          dml001 NULL       01
0159 CURSOR with 2 UNIONs, ORDER BY 2 integers          dml001 NULL       01
0160 CURSOR with UNION, UNION ALL and ORDER BY          dml001 NULL       01
0161 SQLCODE < 0: FETCH NULL value without indicator    dml004 NULL       00
0162 FETCH NULL value with INDICATOR syntax             dml004 NULL       00
0163 SQLCODE < 0: DELETE CURRENT without FETCH          dml006 NULL       00
0164 Default of SELECT is ALL, not DISTINCT             dml008 NULL       01
0165 Truncate CHAR column SELECTed into shorter var.    dml008 NULL       00
0166 INSERT NULL value with indicator = -1              dml036 NULL       00
0167 SUM ALL function                                   dml013 NULL       02
0168 SUM function                                       dml013 NULL       02
0169 COUNT (*) function                                 dml013 NULL       02
0170 SUM DISTINCT function with WHERE clause            dml013 NULL       01
0171 SUM (column) + literal                             dml013 NULL       01
0172 SELECT USER into short variable                    dml016 NULL       00
0173 Data type CHAR                                     dml021 NULL       02
0174 Data type CHARACTER                                dml021 NULL       02
0175 Data type NUMERIC                                  dml021 NULL       02
0176 Data type NUMERIC(9): SELECT *                     dml021 NULL       02
0177 Data type NUMERIC(9): SELECT column                dml021 NULL       02
0178 Data type DECIMAL                                  dml021 NULL       02
0179 Data type DECIMAL(8)                               dml021 NULL       02
0180 NULLs sort together in ORDER BY                    dml023 NULL       04
0181 NULLs are equal for DISTINCT                       dml023 NULL       03
0182 Approx. num. literal with neg. mantissa and exp.   dml029 NULL       02
0183 C language embedded host identifiers               ccc001 NULL       00
0184 C language NULL terminator                         ccc002 NULL       00
0185 COBOL - embedded host identifiers                  cob001 NULL       00
0186 COBOL - CHAR(80)                                   cob002 NULL       00
0187 COBOL - CHAR(132)                                  cob002 NULL       00
0188 COBOL - CHAR(240)                                  cob002 NULL       00
0189 OPTIONAL - CHAR(256)                               dml078 NULL       00
0190 OPTIONAL - CHAR(512)                               dml078 NULL       00
0191 OPTIONAL - CHAR(1024)                              dml078 NULL       00
0192 C language continuation of SQL char. literal       ccc003 NULL       00
0193 C language comments within embedded SQL statement  ccc003 NULL       00
0194 C language EXTERN storage class                    ccc004 NULL       00
0195 C language STATIC storage class                    ccc005 NULL       00
0196 COBOL PIC S9(12) precision test                    cob004 NULL       00
0197 COBOL PIC S9(18) precision test                    cob004 NULL       00
0198 C language AUTO storage class                      ccc006 NULL       00
0199 Priv.violation: GRANT SELECT to PUBLIC, no DELETE  sdl021 NULL       03
0200 Priv.violation: GRANT INSERT to indiv., no SELECT  sdl022 NULL       03
0201 Priv.violation: GRANT without GRANT OPTION         sdl023 NULL       04
0202 Host variable names same as column names           dml037 NULL       00
0203 CREATE VIEW on VIEW                                sdl024 NULL       04
0204 Updatable VIEW with AND, OR in CHECK clause        sdl025 NULL       07
0205 Cartesian product is produced without WHERE        dml038 NULL       01
0206 COBOL - continuation of SQL char. literal          cob005 NULL       00
0207 COBOL - comments within embedded SQL statement     cob006 NULL       00
0208 LIKE predicate with underscore is case sensitive   dml039 NULL       04
0209 Join 2 tables from different schemas               dml040 NULL       01
0210 COBOL - PIC S9(1) syntax                           cob007 NULL       00
0211 COBOL - PIC S9(7) syntax                           cob007 NULL       00
0212 Enforcement of CHECK clauses in nested views       dml041 NULL       08
0213 FIPS sizing - 100 columns in a row                 dml042 NULL       02
0214 FIPS sizing - 2000 byte-row                        dml043 NULL       07
0215 FIPS sizing - 6 columns in a UNIQUE specification  dml044 NULL       03
0216 FIPS sizing - 120 bytes in a UNIQUE specification  dml044 NULL       04
0217 FORTRAN - continuation of SQL character literal    for001 NULL       00
0218 FIPS sizing - 6 columns in GROUP BY                dml045 NULL       07
0219 FIPS sizing - 120 bytes in GROUP BY                dml045 NULL       08
0220 FIPS sizing - 6 columns in ORDER BY                dml046 NULL       07
0221 FIPS sizing - 120 bytes in ORDER BY                dml046 NULL       07
0222 FIPS sizing - CHARACTER(240)                       dml047 NULL       03
0223 FORTRAN - comments within embedded SQL statements  for001 NULL       00
0224 FIPS sizing - 10 cursors open at once              dml048 NULL       00
0225 FIPS sizing - 10 tables in FROM clause             dml049 NULL       08
0226 FIPS sizing - 10 tables in nested SQL statements   dml050 NULL       01
0227 BETWEEN predicate with character string values     dml051 NULL       02
0228 NOT BETWEEN predicate with character string value  dml051 NULL       02
0229 LIKE predicate is case sensitive                   dml052 NULL       03
0230 Transactions serializable: assign sequential key   mpa001 NULL       00
0231 Transactions serializable: SELECT/UPDATE(replace)  mpa002 NULL       00
0232 Transactions serializable: UPDATE with arithmetic  mpa003 NULL       00
0233 Tables are multi-sets: duplicate via INSERT VALUE  dml053 NULL       03
0234 SQL comments (double hyphen) in SQL statements     dml037 NULL       02
0235 COBOL - exact numeric types S9(i)V9(k)             cob008 NULL       00
0236 COBOL: SQLCODE < 0: exception losing signif. digit cob008 NULL       00
0237 Identifier length 18                               sdl026 NULL       04
0238 Pascal - comments within embedded SQL statements   pas002 NULL       00
0239 Pascal - embedded host identifiers                 pas001 NULL       00
0240 Updatable CURSOR with ALL, IN, BETWEEN             dml054 NULL       00
0241 Updatable CURSOR with LIKE, NULL, >, =, <          dml054 NULL       00
0242 Updatable CURSOR with view, correlation name, NOT  dml054 NULL       00
0243 FIPS sizing - precision of SMALLINT >= 4           dml055 NULL       04
0244 FIPS sizing - precision of INTEGER >= 9            dml055 NULL       04
0245 FIPS sizing - precision of DECIMAL >= 15           dml055 NULL       06
0246 FIPS sizing - 100 values in INSERT                 dml056 NULL       04
0247 FIPS sizing - 20 values in update SET clause       dml056 NULL       04
0248 FIPS sizing - binary precision of FLOAT >= 20      dml057 NULL       08
0249 FIPS sizing - binary precision of REAL >= 20       dml057 NULL       08
0250 FIPS sizing - binary precision of DOUBLE >= 30     dml057 NULL       08
0251 COMMIT keeps changes of current transaction        dml058 NULL       06
0252 ROLLBACK cancels changes of current transaction    dml058 NULL       05
0253 TEST0124 workaround (key = key+1)                  dml058 NULL       08
0254 Column name in SET clause                          dml058 NULL       03
0255 Key word USER for INSERT, UPDATE                   dml058 NULL       05
0256 Key word USER in WHERE clause                      dml058 NULL       05
0257 SELECT MAX, MIN (COL1 + or - COL2)                 dml059 NULL       07
0258 SELECT SUM (:var * COL1 * COL2)                    dml059 NULL       05
0259 SOME, ANY in GROUP BY, HAVING clause               dml059 NULL       03
0260 EXISTS in GROUP BY, HAVING                         dml059 NULL       03
0261 WHERE (:var * (COL1 - COL2)) BETWEEN               dml060 NULL       03
0262 WHERE clause with computation, ANY/ALL subqueries  dml060 NULL       04
0263 Computed column in ORDER BY                        dml060 NULL       04
0264 WHERE, HAVING without GROUP BY                     dml059 NULL       02
0265 UPDATE : positioned - view with check option       dml060 NULL       05
0266 UPDATE : positioned - UNIQUE violation under view  dml060 NULL       06
0267 UPDATE compound key, interim uniqueness conflicts  dml060 NULL       02
0268 Transactions serializable: deadlock management     mpa004 NULL       00
0269 BETWEEN value expressions in wrong order           dml061 NULL       03
0270 BETWEEN approximate and exact numeric values       dml061 NULL       01
0271 COUNT(*) with Cartesian product subset             dml061 NULL       01
0272 Statement rollback for integrity violation         dml061 NULL       04
0273 SUM, MAX, MIN = NULL (not 0) for empty arguments   dml061 NULL       03
0274 COMMIT and ROLLBACK across schemas                 dml062 NULL       05
0275 COMMIT and ROLLBACK of multiple cursors            dml062 NULL       07
0276 View across schemas                                dml062 NULL       04
0277 Computation with NULL value specification          dml061 NULL       05
0278 IN value list with USER, literal,variable spec.    dml061 NULL       02
0279 IN is a 3-valued predicate, EXISTS is 2-valued     dml062 NULL       06
0280 SQL key words used as embedded host identifiers    dml063 NULL       00
0281 Updatable VIEW with ALL, IN, BETWEEN               dml064 NULL       03
0282 Updatable VIEW with LIKE, NULL, >, =, <            dml064 NULL       03
0283 Updatable VIEW with view, correlation name, NOT    dml064 NULL       03
0284 INSERT,SELECT character strings with blanks        dml065 NULL       03
0285 INSERT,SELECT integers with various formats        dml065 NULL       01
0286 Compatibility of structures and host variables     dml066 NULL       00
0287 Compatibility of arrays and host structures        dml066 NULL       00
0288 Embedded - multiple identifiers in 1 declaration   dml067 NULL       00
0289 Embedded - multiple declare sections               dml067 NULL       00
0290 C language common placement of SQL statements      ccc007 NULL       00
0291 C language SQL statements in functions             ccc008 NULL       00
0292 COBOL - VALUE IS initialization                    cob009 NULL       00
0293 COBOL - placement of SQL statements                cob009 NULL       00
0294 Pascal - placement of SQL statements               pas003 NULL       00
0295 FORTRAN - placement of SQL statements              for002 NULL       00
0296 FIPS Flagger - vendor provided character function  flg005 visual chk 01
0297 FIPS Flagger - vendor provided integer function    flg005 visual chk 01
0298 Pascal - SQL statements in functions               pas004 NULL       00
0299 FIPS Flagger - identifier length > 18              flg006 visual chk 01
0300 DEFAULT value literal + number in a table          cdr001 NULL       02
0301 DEFAULT value USER in a table                      cdr001 NULL       01
0302 CHECK <comp. predicate> in <tab. cons.>, insert    cdr002 NULL       03
0303 CHECK <comp. predicate> in <col. cons.>, insert    cdr002 NULL       03
0304 CHECK <between predicate> in <tab. cons.>, insert  cdr002 NULL       03
0305 CHECK <null predicate> in <tab. cons.>, insert     cdr002 NULL       03
0306 CHECK X IS NOT NULL, NOT X IS NULL are equivalent  cdr003 NULL       03
0307 CHECK <like predicate> in <tab. cons>, insert      cdr003 NULL       03
0308 CHECK <in predicate> in <tab. cons.>, insert       cdr003 NULL       03
0309 CHECK combination predicates in <tab. cons.>       cdr004 NULL       03
0310 CHECK X NOT IN, NOT X IN equivalent, insert        cdr004 NULL       03
0311 CHECK NOT NULL in col.cons., insert, null explicit cdr004 synvio_yes 03
0312 CHECK NOT NULL in col.cons., insert, null implicit cdr004 synvio_yes 03
0313 CHECK <comp. predicate> in <tab. cons.>, update    cdr005 NULL       02
0314 CHECK <comp. predicate> in <col. cons.>, update    cdr005 NULL       02
0315 CHECK <between predicate> in <tab. cons.>, update  cdr005 NULL       02
0316 CHECK <null predicate> in <tab. cons.>, update     cdr006 synvio_yes 02
0317 CHECK X IS NOT NULL, NOT X IS NULL same, by update cdr006 synvio_yes 02
0318 CHECK <like predicate> in <tab. cons.>, update     cdr006 NULL       02
0319 CHECK <in predicate> in <tab. cons.>, update       cdr007 NULL       02
0320 CHECK combination pred. in <tab. cons.>, update    cdr007 NULL       03
0321 CHECK if X NOT LIKE/IN, NOT X LIKE/IN same, update cdr007 NULL       02
0322 CHECK <null predicate> in <col. cons>, update      cdr007 synvio_yes 02
0323 (2 pr.,1 son),both P.K e, F.K e,insert another F.K cdr008 NULL       01
0324 (2 pr.,1 son),1 P.K exist,another not. insert F.K  cdr008 NULL       03
0325 (2 pr.,1 son),both P.K e, F.K e, delete 1 P.K      cdr008 NULL       02
0326 (2 pr.,1 son),P.K e, no F.K, modify P.K            cdr008 NULL       02
0327 (2 pr.,1 son),check PRIMARY KEY unique via insert  cdr009 NULL       03
0328 (2 pr.,1 son),F.K exist,modify P.K                 cdr009 NULL       02
0329 (2 pr.,1 son),check PRIMARY KEY unique via modify  cdr009 NULL       03
0330 (2 pr.,1 son),modify F.K to no P.K corr.           cdr009 NULL       02
0331 (2 pr.,1 son),modify F.K to P.K corr. value        cdr009 NULL       02
0332 (self ref.), P.K exist, insert a F.K               cdr010 NULL       01
0333 (self ref.), delete P.K but F.K exist.             cdr010 NULL       02
0334 (self ref.), update P.K, no corr. F.K              cdr010 NULL       01
0335 (self ref.), insert a F.K but no corr. P.K         cdr011 NULL       02
0336 (self ref.), update P.K, but corr. F.K e.          cdr011 NULL       02
0337 (self ref.), update P.K, check P.K unique via var. cdr011 NULL       02
0338 (self ref.), update F.K and no corr. P.K           cdr011 NULL       02
0339 (self ref.), update F.K and corr. P.K exist        cdr011 NULL       01
0340 (ref. each other), insert F.K and corr. P.K e      cdr012 NULL       01
0341 (ref. each other), delete P.K but corr. F.K e      cdr012 NULL       02
0342 (ref. each other), update P.K and no corr. F.K     cdr012 NULL       01
0343 (ref. each other), update P.K and corr. F.K e      cdr013 NULL       02
0344 (ref. each other), update F.K to no corr. P.K      cdr013 NULL       02
0345 (ref. each other), update F.K to corr. P.K e       cdr013 NULL       01
0346 (ref. each other), insert F.K and no corr. P.K     cdr013 NULL       02
0347 FIPS sz. (comb.keys=6), P.K unique,insert          cdr014 NULL       02
0348 FIPS sz. (comb.keys=6), insert F.K + no corr. P.K  cdr014 NULL       02
0349 FIPS sz. (comb.keys=6), delete P.K + corr. F.K e   cdr015 NULL       02
0350 FIPS sz. (comb.keys=6), update P.K + no corr. F.K  cdr015 NULL       01
0351 FIPS sz. (comb.keys=6), update P.K + corr. P.K e   cdr015 NULL       02
0352 FIPS sz. (comb.keys=6), P.K unique, update         cdr016 NULL       03
0353 FIPS sz. (comb.keys=6), update F.K to no corr. P.K cdr016 NULL       02
0354 FIPS sz. (comb.keys=6), update F.K to corr. P.K e  cdr016 NULL       01
0355 FIPS sz. (1 pr.,6 son), insert F.K + no corr. P.K  cdr017 NULL       03
0356 FIPS sz. (1 pr.,6 son), delete P.K + corr. F.K e   cdr017 NULL       02
0357 FIPS sz. (1 pr.,6 son), update P.K but corr. F.K e cdr017 NULL       03
0358 FIPS sz. (1 pr.,6 son), check key unique, update   cdr017 NULL       03
0359 FIPS sz. (1 pr.,6 son), update F.K to no corr. P.K cdr017 NULL       02
0360 FIPS sz. (6 pr.,1 son), insert F.K, without P.K    cdr018 NULL       03
0361 FIPS sz. (6 pr.,1 son), delete P.K, but corr.F.K e cdr018 NULL       02
0362 FIPS sz. (6 pr.,1 son), update P.K, but corr.F.K e cdr018 NULL       03
0363 FIPS sz. (6 pr.,1 son), check key unique ,update   cdr018 NULL       03
0364 FIPS sz. (6 pr.,1 son), update F.K to no corr. P.K cdr018 NULL       02
0365 (3-level schema), check insert F.K                 cdr019 NULL       02
0366 (3-level schema), check delete P.K                 cdr019 NULL       02
0367 (3-level schema), update mid. tab. check P.K + F.K cdr019 NULL       03
0368 (3-level schema), check update P.K                 cdr019 NULL       02
0369 update P. K, set F1=F1+1, interim violation        cdr020 NULL       01
0370 update F. K, set F1=F1+1, interim violation        cdr020 NULL       01
0371 update self-ref table, interim violation           cdr020 NULL       02
0372 delete self-ref table, interim violation           cdr020 NULL       01
0373 insert with embeded var.+ indic. var. CHECK clause cdr003 NULL       00
0374 computation in update, CHECK clause                cdr003 NULL       03
0375 ref. integrity with computation                    cdr017 NULL       03
0376 ref. integrity with join                           cdr017 NULL       01
0377 DEFAULT value with explicit NULL                   cdr001 NULL       05
0378 (ref. acr. sch.) delete P.K and corr. F.K e.       cdr021 NULL       02
0379 (ref. acr. sch.) update P.K and corr. F.K e.       cdr021 NULL       02
0380 (ref. acr. sch.) insert F.K and no corr. P.K       cdr022 NULL       02
0381 (ref. acr. sch.) update F.K to no P.K corr.        cdr022 NULL       02
0382 (ref. acr. sch.) with GRANT OPTION, insert         cdr023 NULL       02
0383 Priv.violation: GRANT without GRANT OPTION         cdr023 NULL       03
0384 Priv.violation: SELECT, but not REFERENCES         cdr023 NULL       03
0385 character default column values                    cdr024 NULL       04
0386 exact numeric default column values                cdr024 NULL       04
0387 approximate numeric default column values          cdr024 NULL       04
0388 FIPS sz. default column values                     cdr024 NULL       04
0389 95-char ASCII collating sequence (PL vs. SQL)      dml068 NULL       03
0390 Short char column value blank-padded in larger var dml072 NULL       00
0391 Correlation names used in self-join of view        sdl027 NULL       04
0392 FORTRAN - placement of additional SQL statements   for003 NULL       00
0393 SUM, MAX on Cartesian product                      dml073 NULL       01
0394 AVG, MIN on joined table with WHERE                dml073 NULL       01
0395 SUM, MIN on joined table with GROUP BY             dml073 NULL       07
0396 SUM, MIN on joined table with WHERE,GROUP,HAVING   dml073 NULL       04
0397 Grouped view                                       sdl028 NULL       02
0398 Embedded C initial value                           ccc011 NULL       00
0399 C language storage class and class modifier comb.  ccc009 visual chk 00
0401 View with computed columns (degrees F to C)        sdl027 NULL       06
0402 Computed GROUP BY view over referencing tables     cdr025 NULL       04
0403 View on computed GROUP BY view with joins          cdr025 NULL       04
0404 2 FETCHes (different target types) on same cursor  dml069 NULL       00
0405 2 cursors open from different schemas (coded join) dml069 NULL       00
0406 Subquery from different schema                     dml069 NULL       01
0407 SELECT INTO :XX ... WHERE :XX =                    dml069 NULL       00
0408 UPDATE references column value BEFORE update       dml069 NULL       04
0409 Effective outer join--join with two cursors        dml070 NULL       07
0410 NULL value in OPEN CURSOR                          dml076 NULL       00
0411 Effective set difference                           dml070 NULL       03
0412 Effective set intersection                         dml070 NULL       03
0413 Computed SELECT on computed VIEW                   cdr025 NULL       03
0414 WHENEVER NOT FOUND, multiple settings              dml071 NULL       00
0415 WHENEVER SQLERROR, multiple settings               dml071 NULL       00
0416 WHENEVER NOTFOUND overlaps WHENEVER SQLERROR       dml071 NULL       00
0417 Cartesian product GROUP BY 2 columns with NULLs    dml073 NULL       06
0418 AVG,SUM,COUNT on Cartesian product with NULLs      dml073 NULL       04
0419 SUM, MAX, MIN on joined table view                 dml073 NULL       01
0420 View with multiple SELECT of same column           sdl028 NULL       01
0421 Module language constants and expressions          dml074 NULL       00
0422 Module language order of SQLCODE (not first)       dml074 NULL       00
0423 Module language multiple SQLCODE parameters        dml074 NULL       00
0424 Ada embedded host identifiers                      ada001 NULL       00
0425 Ada comments                                       ada002 NULL       00
0426 Ada initial value                                  ada002 NULL       00
0427 Ada common placement of SQL statements             ada003 NULL       00
0428 Ada placement of SQL statements                    ada004 NULL       00
0430 Ada unqualified type spec - without SQL_STANDARD   ada005 NULL       00
0431 Redundant rows in IN subquery                      dml075 NULL       02
0432 Unknowns in subquery of ALL, SOME, ANY             dml075 NULL       06
0433 Empty subquery of ALL, SOME, ANY                   dml075 NULL       06
0434 GROUP BY with HAVING EXISTS-correlated set fnc     dml075 NULL       03
0435 Host variables in UPDATE WHERE CURRENT             dml076 NULL       00
0436 NULL values for various SQL data types             dml076 NULL       11
0437 NULL values for various host variable types        dml076 NULL       00
0438 (partial-NULL F.K) F.K INSERT supported            cdr026 NULL       06
0439 (partial-NULL F.K) F.K UPDATE supported            cdr026 NULL       13
0440 (partial-NULL F.K) no restrict P.K update/delete   cdr026 NULL       04
0441 NULL value for various predicates                  dml076 NULL       00
0442 DISTINCT with GROUP BY, HAVING                     dml075 NULL       06
0443 VIEW with check option rejects unknown (NULL)      dml077 NULL       09
0444 Updatable cursor, modify value selected on         dml077 NULL       00
0445 Values not assigned to targets for SQLCODE=100     dml077 NULL       00
0446 Table CHECK constraint allows unknown (NULL)       cdr027 NULL       09
0447 NULLs with check constraint and check option       cdr027 NULL       05
0448 PRIMARY KEY implies UNIQUE                         cdr027 NULL       04
0449 Constraint definition is case sensitive            cdr027 NULL       04
0450 Referential integrity is case sensitive            cdr027 NULL       14
0451 UNIQUEness is case sensitive                       dml079 NULL       18
